emln_id,train_layer,test_layer,specificity,precision,recall,f1_score,balanced_accuracy,mcc,train_layer_name,test_layer_name
25,5,5,0.5142857142857142,0.5350325062457415,0.5542857142857143,0.5438750237044334,0.5342857142857143,0.06866045755232872,Paulino,Paulino
25,5,6,0.3774193548387097,0.455246435710832,0.5161290322580645,0.48326103847842977,0.4467741935483871,-0.10880927887127988,Paulino,Gigante
25,5,7,0.3875,0.5373671139195333,0.7041666666666667,0.6087855921528136,0.5458333333333334,0.09449363023142139,Paulino,Midway
25,6,1,0.2518518518518518,0.485198012271183,0.7037037037037037,0.5742252973102402,0.4777777777777778,-0.051229563874498805,Gigante,Cedro
25,6,2,0.3935483870967742,0.46137603051215353,0.5161290322580645,0.4867926765641476,0.45483870967741935,-0.09174609762776421,Gigante,Elefante
25,6,3,0.39444444444444443,0.5458734445908359,0.7222222222222222,0.621251564342886,0.5583333333333333,0.12128391635327167,Gigante,Tinkerbell
25,6,4,0.43478260869565216,0.4854213552564377,0.5217391304347826,0.5014942707301909,0.4782608695652174,-0.04503529343051536,Gigante,Soizig
25,6,5,0.22,0.47899715375734087,0.7142857142857143,0.5731602905915109,0.46714285714285714,-0.07956220926326044,Gigante,Paulino
25,6,6,0.3096774193548387,0.3543477955445501,0.3774193548387097,0.36516004680826064,0.3435483870967742,-0.3144483694896463,Gigante,Gigante
25,6,7,0.4458333333333333,0.5803830044195155,0.75,0.652870371307098,0.5979166666666667,0.2027520757073849,Gigante,Midway
25,7,1,0.337037037037037,0.4432698020933315,0.5185185185185185,0.4767272404123069,0.42777777777777776,-0.15007118858837643,Midway,Cedro
25,7,2,0.27741935483870966,0.44683259023686656,0.5774193548387097,0.5031618289509735,0.4274193548387097,-0.15713698481163768,Midway,Elefante
25,7,3,0.5,0.5321305715268564,0.5555555555555556,0.542180468496258,0.5277777777777778,0.054223271732692827,Midway,Tinkerbell
25,7,4,0.30869565217391304,0.47074539369573065,0.6086956521739131,0.5302301959020225,0.45869565217391306,-0.09142477905007428,Midway,Soizig
25,7,5,0.22285714285714284,0.4895158049497672,0.7428571428571429,0.5899162590846161,0.4828571428571429,-0.043474602691966485,Midway,Paulino
25,7,6,0.36774193548387096,0.46565498552340656,0.5483870967741935,0.5033335303437944,0.45806451612903226,-0.08618991723763648,Midway,Gigante
25,7,7,0.3833333333333333,0.4726465123436595,0.5416666666666666,0.5035133487146822,0.46249999999999997,-0.08013795461750987,Midway,Midway
