"k","lambda","original_links","predicted_values","node_to","node_from","removed"
2,0.01,0,0.0472237998537355,"Cauliognathini_sp._1","Richterago_arenaria",1
2,0.01,0,1.63156368071326e-19,"Coelioxys_sp.","Convolvulacea_sp.",1
2,0.01,0,0.230390718292568,"Neodexiopsis_sp.","Cuphea_ericoides",1
2,0.01,0,9.77837436309406e-16,"Chilicola_(Prosopoides)_sp.","Vochysia_thyrsoidea",1
2,0.01,0,-1.10781660942419e-16,"Heliactin_bilophus","Paepalanthus_bromelioides",1
2,0.01,0,0,"Cauliognathus_sp._2","Solanum_sp.",1
2,0.01,0,0,"Protomydas_sp.","Aspilia_jolyana",1
2,0.01,0,0,"Eullaema_nigrita","Stachytarpheta_confertifolia",1
2,0.01,0,1.29873317408535e-36,"Cauliognathini_sp._1","Myrcia_guianensis",1
2,0.01,0,2.68737175289067e-16,"Melipona_sp._1","Aspilia_jolyana",1
2,0.01,0,0,"Nitidulidae_sp._2","Paepalanthus_bromelioides",1
2,0.01,0,-0.202963936581766,"Deopalpus_sp.","Aspilia_jolyana",1
2,0.01,0,-1.07546087072549e-17,"Megachile_(Pseudocentron)_sp._2","Declieuxia_fruticosa",1
2,0.01,0,-3.5295146301841e-18,"Heliactin_bilophus","Cuphea_ericoides",1
2,0.01,0,0.0443209993882782,"Cerambycidae_sp.","Palicourea_rigida",1
2,0.01,0,0,"Satyrinae_sp.","Vellozia_albiflora",1
2,0.01,0,-1.14040653496263e-16,"Cauliognathus_sp._2","Byrsonima_variabilis",1
2,0.01,0,1.97636210855663e-17,"Apis_mellifera","Sabicea_brasiliensis",1
2,0.01,0,0,"Nitidulidae_sp._2","Stachytarpheta_linearis",1
2,0.01,0,0.0565756965136878,"Alticini_sp._2","Jacaranda_caroba",1
2,0.01,0,0.11295986869387,"Ceratina_(Crewella)_asuncionis","Palicourea_rigida",1
2,0.01,0,0,"Sibinia_sp.","Byrsonima_variabilis",1
2,0.01,0,0.248291171619233,"Deopalpus_sp.","Convolvulacea_sp.",1
2,0.01,0,0.153694921098402,"Alticini_sp._1","Cuphea_ericoides",1
2,0.01,0,0.0598081787551957,"Colibri_serrirostris","Lessingianthus_pycnostachyus",1
2,0.01,0,0.0232448374874237,"Anthidini_sp.","Vochysia_thyrsoidea",1
2,0.01,0,0,"Elateridae_sp._1","Hypenia_macrantha",1
2,0.01,0,3.08266930152256e-59,"Toxophorinae_sp._2","Hypenia_macrantha",1
2,0.01,0,0.3031917015941,"Cerambycidae_sp.","Mimosa_sp.",1
2,0.01,0,-0.00168015535869903,"Trigona_spinipes","Trigonia_cipoensis",1
2,0.01,0,0,"Nitidulidae_sp._2","Lessingianthus_pycnostachyus",1
2,0.01,0,0.000936177775738664,"Phoebis_sennae","Aspilia_jolyana",1
2,0.01,0,0.00455370236397288,"Anthidini_sp.","Palicourea_rigida",1
2,0.01,0,5.81584497110336e-19,"Coelioxys_sp.","Rynchospora_consanguinea",1
2,0.01,0,0.00181826432337343,"Nitidulidae_sp._1","Ouratea_floribunda",1
2,0.01,0,-0.107519429413096,"Neodexiopsis_sp.","Aspilia_jolyana",1
2,0.01,0,0,"Protomydas_sp.","Declieuxia_fruticosa",1
2,0.01,0,-9.99955064992608e-19,"Chilicola_(Prosopoides)_sp.","Convolvulacea_sp.",1
2,0.01,0,0,"Xylocopa_sp._5","Stachytarpheta_linearis",1
2,0.01,0,0,"Xylocopa_big","Trigonia_cipoensis",1
2,0.01,0,3.98944965053471e-33,"Heliactin_bilophus","Camptosema_isopetalum",1
2,0.01,0,1.29647071016143e-36,"Nitidulidae_sp._1","Myrcia_guianensis",1
2,0.01,0,0.0203413898531888,"Plecia_sp.","Stachytarpheta_linearis",1
2,0.01,0,0,"Xylocopa_big","Vellozia_albiflora",1
2,0.01,0,0.0241275148496159,"Campylopterus_largipennis","Cuphea_ericoides",1
2,0.01,0,-2.82809308463949e-18,"Trichodes_sp.","Sabicea_brasiliensis",1
2,0.01,0,-3.80273318321152e-34,"Eupetomena_macroura","Myrcia_guianensis",1
2,0.01,0,-8.75728983654138e-16,"Trigona_spinipes","Byrsonima_variabilis",1
2,0.01,0,2.60357483556841e-18,"Camponotus_crassus","Sabicea_brasiliensis",1
2,0.01,0,0,"Elateridae_sp._1","Palicourea_rigida",1
2,0.01,0,-2.93927852849068e-18,"Megachile_(Moureapis)_cf_anthidioides","Byrsonima_variabilis",1
2,0.01,0,1.66393862872103e-20,"Augochloropsis_sp._3","Declieuxia_fruticosa",1
2,0.01,0,0,"Pteromalidae_sp._1","Solanum_sp.",1
2,0.01,0,1.83805871807576e-20,"Phoebis_sennae","Camptosema_isopetalum",1
2,0.01,0,2.31931746997041e-22,"Trichodes_sp.","Hypenia_macrantha",1
2,0.01,0,-7.81673981055822e-31,"Unidentified_Lepidoptera_sp._7","Luxemburgia_villosa",1
2,0.01,0,0.0135383056435587,"Colibri_serrirostris","Stachytarpheta_linearis",1
2,0.01,0,0,"Aellopos_sp.","Solanum_sp.",1
2,0.01,0,-1.03968972006522e-28,"Cephalotes_pusillus","Luxemburgia_villosa",1
2,0.01,0,0.00116969185862141,"Anthidini_sp.","Ouratea_floribunda",1
2,0.01,0,0,"Palpada_sp.","Jacaranda_caroba",1
2,0.01,0,0.0768941384730561,"Trichodes_sp.","Cuphea_ericoides",1
2,0.01,0,0,"Madopterini_sp.","Aspilia_jolyana",1
2,0.01,0,1.49220623210521e-40,"Augochloropsis_sp._3","Turnera_hilaireana",1
2,0.01,0,-0.00061474978891938,"Colibri_serrirostris","Richterago_arenaria",1
2,0.01,0,0,"Pseudagapostemon_sp._1","Solanum_sp.",1
2,0.01,0,0.198593883438663,"Plecia_sp.","Convolvulacea_sp.",1
2,0.01,0,0,"Eumolpini_sp._4","Declieuxia_fruticosa",1
2,0.01,0,0.0444927557080525,"Eupetomena_macroura","Ouratea_floribunda",1
2,0.01,0,0,"Elateridae_sp._1","Cuphea_ericoides",1
2,0.01,0,-6.08945812370603e-44,"Xylocopa_sp._1","Luxemburgia_villosa",1
2,0.01,0,0,"Sibinia_sp.","Mimosa_sp.",1
2,0.01,0,0.00509828733341396,"Neodexiopsis_sp.","Ouratea_floribunda",1
2,0.01,0,0,"Protomydas_sp.","Rynchospora_consanguinea",1
2,0.01,0,0,"Myzinum_sp.","Cuphea_ericoides",1
2,0.01,0,-1.05777557819009e-29,"Megachile_(Pseudocentron)_sp._1","Luxemburgia_villosa",1
2,0.01,0,0,"Myzinum_sp.","Declieuxia_fruticosa",1
2,0.01,0,0.0247744603247892,"Brachygastra_lecheguana","Malpigaceae_sp.",1
2,0.01,0,-3.27311751395908e-52,"Ceratina_(Crewella)_sp._2","Paepalanthus_sp._1",1
2,0.01,0,-2.78425605253769e-18,"Melipona_sp._1","Convolvulacea_sp.",1
2,0.01,0,0,"Nitidulidae_sp._2","Trigonia_cipoensis",1
2,0.01,0,0,"Xylocopa_big","Byrsonima_variabilis",1
2,0.01,0,-1.13603554271508e-44,"Augochlora_(Oxystoglossella)_sp._2","Luxemburgia_villosa",1
2,0.05,1,-4.94918679654698e-37,"Dialictus_(Chloralictus)_sp._1","Turnera_hilaireana",1
2,0.05,1,0,"Trigona_spinipes","Vellozia_albiflora",1
2,0.05,3,0,"Centris_(Hemisielaa)_tarsata","Solanum_sp.",1
2,0.05,1,0,"Dialictus_(Chloralictus)_sp._1","Vellozia_albiflora",1
2,0.05,1,-1.69640937393538e-39,"Trigona_spinipes","Myrcia_guianensis",1
2,0.05,1,2.8537975465983e-37,"Apis_mellifera","Turnera_hilaireana",1
2,0.05,1,0.0472812915281106,"Alticini_sp._2","Richterago_arenaria",1
2,0.05,1,-8.21713751151878e-19,"Campylopterus_largipennis","Declieuxia_fruticosa",1
2,0.05,1,9.08095252998606e-25,"Chlorostilbon_lucidus","Hypenia_macrantha",1
2,0.05,2,-0.00775403564081057,"Eupetomena_macroura","Palicourea_rigida",1
2,0.05,5,0,"Xylocopa_big","Vochysia_thyrsoidea",1
2,0.05,4,-5.71847742238433e-19,"Augochlora_(Oxystoglossella)_sp._2","Cuphea_ericoides",1
2,0.05,2,0.723694140870686,"Ceratina_(Crewella)_asuncionis","Jacaranda_caroba",1
2,0.05,2,1.96593471242162e-16,"Pseudagapostemon_sp._1","Aspilia_jolyana",1
2,0.05,8,0.00130570325486022,"Phoebis_sennae","Vochysia_thyrsoidea",1
2,0.05,1,0,"Protomydas_sp.","Vochysia_thyrsoidea",1
2,0.05,1,0.00885208409131349,"Megachile_(Pseudocentron)_sp._2","Cuphea_ericoides",1
2,0.05,4,12.9684354225889,"Cephalotes_pusillus","Paepalanthus_bromelioides",1
2,0.05,1,1.27233473852957,"Megachile_(Pseudocentron)_sp._2","Aspilia_jolyana",1
2,0.05,4,0,"Sibinia_sp.","Paepalanthus_bromelioides",1
2,0.05,1,0,"Dialictus_(Chloralictus)_sp._1","Stachytarpheta_confertifolia",1
2,0.05,1,-5.22612147166406e-19,"Colibri_serrirostris","Declieuxia_fruticosa",1
2,0.05,1,9.79101928463229e-17,"Eullaema_nigrita","Aspilia_jolyana",1
2,0.05,1,0,"Xylocopa_sp._5","Malpigaceae_sp.",1
2,0.05,1,0,"Palpada_sp.","Paepalanthus_bromelioides",1
2,0.05,1,1.04560099660259e-20,"Chlorostilbon_lucidus","Declieuxia_fruticosa",1
2,0.05,3,-0.0480432915910808,"Trigona_spinipes","Paepalanthus_bromelioides",1
2,0.05,1,9.49964992803436e-17,"Xylocopa_sp._2","Aspilia_jolyana",1
2,0.05,1,1.92963014754904e-16,"Heliactin_bilophus","Lessingianthus_pycnostachyus",1
2,0.05,1,0,"Augochloropsis_sp._1","Vellozia_albiflora",1
2,0.05,4,0,"Elateridae_sp._1","Paepalanthus_bromelioides",1
2,0.05,2,0,"Eumolpini_sp._4","Paepalanthus_bromelioides",1
2,0.05,2,-6.02876168760179e-32,"Tetrapedia_sp._2","Byrsonima_variabilis",1
2,0.05,1,-3.31874974452911e-15,"Dialictus_(Chloralictus)_sp._1","Byrsonima_variabilis",1
2,0.05,2,-1.80068165285694e-38,"Ceratina_(Crewella)_sp._2","Turnera_hilaireana",1
2,0.05,1,0,"Xylocopa_sp._5","Cuphea_ericoides",1
2,0.05,3,0.000318308534883485,"Phoebis_sennae","Palicourea_rigida",1
2,0.05,1,-1.1112755964336e-16,"Tapinotaspidini_sp._1","Malpigaceae_sp.",1
2,0.05,1,5.34329025026918e-19,"Chlorostilbon_lucidus","Camptosema_isopetalum",1
2,0.05,1,8.78119520481544e-19,"Chilicola_(Prosopoides)_sp.","Cuphea_ericoides",1
2,0.05,3,0.0166361326674035,"Centris_(Hemisielaa)_tarsata","Cuphea_ericoides",1
2,0.05,1,0,"Nitidulidae_sp._2","Mimosa_sp.",1
2,0.05,9,-0.00229089631133581,"Chlorostilbon_lucidus","Vochysia_thyrsoidea",1
2,0.05,1,0,"Augochloropsis_sp._3","Vellozia_albiflora",1
2,0.05,1,1.15286474646174e-17,"Tetrapedia_sp._2","Aspilia_jolyana",1
2,0.05,1,-5.17627732448676e-52,"Dialictus_(Chloralictus)_sp._1","Paepalanthus_sp._1",1
2,0.05,1,0,"Xylocopa_big","Luxemburgia_villosa",1
2,0.05,3,1.40230856095729e-17,"Cephalotes_pusillus","Declieuxia_fruticosa",1
2,0.05,1,-3.09750860379151e-19,"Coelioxys_sp.","Cuphea_ericoides",1
2,0.05,3,0,"Nitidulidae_sp._2","Turnera_hilaireana",1
2,0.05,2,3.29829847143294e-18,"Xylocopa_sp._1","Cuphea_ericoides",1
2,0.05,1,0,"Madopterini_sp.","Paepalanthus_bromelioides",1
2,0.05,3,1.19547168276682e-36,"Madarini_sp._2","Paepalanthus_bromelioides",1
2,0.05,3,0.237048193200029,"Cerambycidae_sp.","Richterago_arenaria",1
2,0.05,2,8.34106867252906e-17,"Xylocopa_sp._2","Vochysia_thyrsoidea",1
2,0.05,1,5.66447189557627e-17,"Dialictus_(Chloralictus)_sp._1","Declieuxia_fruticosa",1
2,0.05,1,-1.62975184565117e-16,"Satyrinae_sp.","Aspilia_jolyana",1
2,0.05,2,0.00280378407270223,"Phoebis_sennae","Cuphea_ericoides",1
2,0.05,2,0,"Myzinum_sp.","Paepalanthus_bromelioides",1
2,0.05,0,-6.57534092742419e-19,"Camponotus_crassus","Declieuxia_fruticosa",1
2,0.05,0,0.00143840535790883,"Megachile_cf_(Dactylomegachile)_sp.","Stachytarpheta_linearis",1
2,0.05,0,0,"Xylocopa_big","Convolvulacea_sp.",1
2,0.05,0,4.06853721802846e-38,"Madarini_sp._2","Jacaranda_caroba",1
2,0.05,0,2.21097786984385e-15,"Bombus_pauloensis","Byrsonima_variabilis",1
2,0.05,0,0.00893530545760314,"Cauliognathini_sp._1","Trigonia_cipoensis",1
2,0.05,0,0.471999894296866,"Cephalotes_pusillus","Mimosa_sp.",1
2,0.05,0,0,"Camponotus_crassus","Vellozia_albiflora",1
2,0.05,0,-2.96936457364318e-18,"Coelioxys_sp.","Lessingianthus_pycnostachyus",1
2,0.05,0,-0.182348955822458,"Cerambycidae_sp.","Aspilia_jolyana",1
2,0.05,0,-1.07302712852093e-52,"Cauliognathus_sp._2","Paepalanthus_sp._1",1
2,0.05,0,-1.07288891396962e-38,"Pteromalidae_sp._1","Myrcia_guianensis",1
2,0.05,0,4.0566619546607e-21,"Augochlora_(Oxystoglossella)_sp._2","Aspilia_jolyana",1
2,0.05,0,-0.0787458881698349,"Alticini_sp._1","Aspilia_jolyana",1
2,0.05,0,0.0129451631619714,"Hesperiinae_sp.","Vochysia_thyrsoidea",1
2,0.05,0,0,"Cerambycidae_sp.","Vellozia_albiflora",1
2,0.05,0,-9.37607511463395e-54,"Tetrapedia_sp._2","Turnera_hilaireana",1
2,0.05,0,1.75663412051062e-18,"Xylocopa_sp._1","Convolvulacea_sp.",1
2,0.05,0,0.339806970919783,"Augochloropsis_sp._1","Rynchospora_consanguinea",1
2,0.05,0,0,"Myzinum_sp.","Vellozia_albiflora",1
2,0.05,0,0.431106487351557,"Megachile_cf_(Dactylomegachile)_sp.","Paepalanthus_bromelioides",1
2,0.05,0,3.64526556103597e-17,"Tetrapedia_sp._2","Mimosa_sp.",1
2,0.05,0,0.0074031137344576,"Aellopos_sp.","Ouratea_floribunda",1
2,0.05,0,-9.62754680514299e-39,"Megachile_(Pseudocentron)_sp._1","Myrcia_guianensis",1
2,0.05,0,-0.00311698808979023,"Camponotus_crassus","Palicourea_rigida",1
2,0.05,0,0,"Protomydas_sp.","Sabicea_brasiliensis",1
2,0.05,0,0,"Eumolpini_sp._4","Hypenia_macrantha",1
2,0.05,0,8.90555226947851e-19,"Chilicola_(Prosopoides)_sp.","Stachytarpheta_linearis",1
2,0.05,0,1.89138483483204e-17,"Exomalopsis_sp._1","Richterago_arenaria",1
2,0.05,0,-4.84363529069942e-39,"Campsomeris_sp._1","Myrcia_guianensis",1
2,0.05,0,-0.00281003246137685,"Trigona_spinipes","Palicourea_rigida",1
2,0.05,0,6.29583275040302e-28,"Bombus_pauloensis","Luxemburgia_villosa",1
2,0.05,0,-3.68525401919817e-19,"Augochlora_(Oxystoglossella)_sp._2","Convolvulacea_sp.",1
2,0.05,0,3.73891098638576e-18,"Melipona_sp._1","Lessingianthus_pycnostachyus",1
2,0.05,0,0,"Phoebis_sennae","Stachytarpheta_confertifolia",1
2,0.05,0,0.679537037617171,"Brachygastra_lecheguana","Paepalanthus_bromelioides",1
2,0.05,0,3.14916491737509e-15,"Pseudagapostemon_sp._1","Paepalanthus_bromelioides",1
2,0.05,0,-1.03561272450133e-32,"Melipona_sp._1","Byrsonima_variabilis",1
2,0.05,0,0.862948984539211,"Megachile_sp.","Paepalanthus_bromelioides",1
2,0.05,0,0.00322601311535064,"Hesperiinae_sp.","Lessingianthus_pycnostachyus",1
2,0.05,0,8.31350082046367e-29,"Papilionidae_sp.","Luxemburgia_villosa",1
2,0.05,0,0.0121823973386734,"Centris_(Hemisielaa)_tarsata","Jacaranda_caroba",1
2,0.05,0,0.113310403925288,"Alticini_sp._1","Jacaranda_caroba",1
2,0.05,0,0.0247053878863102,"Ceratina_(Crewella)_asuncionis","Ouratea_floribunda",1
2,0.05,0,-2.80003623793371e-39,"Megachile_cf_(Dactylomegachile)_sp.","Myrcia_guianensis",1
2,0.05,0,0,"Elateridae_sp._1","Byrsonima_variabilis",1
2,0.05,0,0.0298992969820306,"Papilionidae_sp.","Lessingianthus_pycnostachyus",1
2,0.05,0,4.26953856240172e-34,"Coelioxys_sp.","Byrsonima_variabilis",1
2,0.05,0,-9.81714774860667e-31,"Alticini_sp._1","Luxemburgia_villosa",1
2,0.05,0,-4.6617037965634e-18,"Eullaema_nigrita","Stachytarpheta_linearis",1
2,0.05,0,-6.63889434696617e-20,"Augochlora_(Oxystoglossella)_sp._2","Trigonia_cipoensis",1
2,0.05,0,1.2420000655868e-21,"Diptera_sp._2","Hypenia_macrantha",1
2,0.05,0,0,"Eumolpini_sp._4","Aspilia_jolyana",1
2,0.05,0,0.0472338686008726,"Cauliognathus_sp._2","Richterago_arenaria",1
2,0.05,0,0.00228593184295293,"Unidentified_Lepidoptera_sp._7","Convolvulacea_sp.",1
2,0.05,0,0,"Sibinia_sp.","Trigonia_cipoensis",1
2,0.05,0,0,"Augochloropsis_sp._3","Stachytarpheta_confertifolia",1
2,0.05,0,0,"Madopterini_sp.","Declieuxia_fruticosa",1
2,0.05,0,-0.00183252278182327,"Augochloropsis_sp._3","Aspilia_jolyana",1
2,0.05,0,0.000254420211924046,"Megachile_(Moureapis)_cf_anthidioides","Trigonia_cipoensis",1
2,0.05,0,-0.000322799695652926,"Megachile_(Moureapis)_cf_anthidioides","Rynchospora_consanguinea",1
2,0.05,0,0.00214120358673189,"Brachygastra_lecheguana","Stachytarpheta_linearis",1
2,0.05,0,0.000316503980415637,"Augochloropsis_sp._3","Malpigaceae_sp.",1
2,0.05,0,-1.60122858393338e-17,"Cerambycidae_sp.","Sabicea_brasiliensis",1
2,0.05,0,0.0689865763373866,"Cephalotes_pusillus","Trigonia_cipoensis",1
2,0.05,0,7.9449731893144e-20,"Melipona_sp._1","Trigonia_cipoensis",1
2,0.05,0,0.0028240104115476,"Megachile_sp.","Stachytarpheta_linearis",1
2,0.05,0,-6.50070131120639e-53,"Toxophorinae_sp._2","Byrsonima_variabilis",1
2,0.05,0,0,"Xylocopa_sp._2","Vellozia_albiflora",1
2,0.05,0,0,"Neodexiopsis_sp.","Vellozia_albiflora",1
2,0.05,0,-0.000749979428562832,"Bombus_pauloensis","Mimosa_sp.",1
2,0.05,0,-0.00945149403193589,"Bombus_pauloensis","Convolvulacea_sp.",1
2,0.05,0,5.83802898854534e-17,"Pseudagapostemon_sp._1","Rynchospora_consanguinea",1
2,0.05,0,0.34904607851398,"Diptera_sp._2","Convolvulacea_sp.",1
2,0.05,0,-5.62880144939642e-31,"Satyrinae_sp.","Camptosema_isopetalum",1
2,0.05,0,1.83255229396221e-18,"Pteromalidae_sp._1","Declieuxia_fruticosa",1
2,0.05,0,0.00880642269992082,"Cauliognathini_sp._1","Palicourea_rigida",1
2,0.05,0,-1.5289486603683e-21,"Augochlora_(Oxystoglossella)_sp._2","Rynchospora_consanguinea",1
2,0.05,0,0,"Protomydas_sp.","Malpigaceae_sp.",1
2,0.05,0,2.49966357119625e-18,"Exomalopsis_sp._1","Ouratea_floribunda",1
2,0.05,0,-2.34497665015411e-19,"Melipona_sp._1","Ouratea_floribunda",1
2,0.05,0,0,"Madopterini_sp.","Jacaranda_caroba",1
2,0.05,0,1.06872212961308e-53,"Eullaema_nigrita","Myrcia_guianensis",1
2,0.05,0,0.2263850217319,"Plecia_sp.","Jacaranda_caroba",1
2,0.05,0,-6.96299675745057e-31,"Sciara_sp.","Luxemburgia_villosa",1
2,0.05,0,4.62246199052114e-38,"Heliactin_bilophus","Hypenia_macrantha",1
2,0.05,0,0.00463267906956322,"Aellopos_sp.","Malpigaceae_sp.",1
2,0.05,0,0,"Protomydas_sp.","Jacaranda_caroba",1
2,0.05,0,0.441797081156798,"Cephalotes_pusillus","Jacaranda_caroba",1
2,0.05,0,-2.28755458410966e-18,"Xylocopa_sp._2","Trigonia_cipoensis",1
2,0.05,0,0.18122925771255,"Sciara_sp.","Mimosa_sp.",1
2,0.05,0,0,"Diptera_sp._2","Stachytarpheta_confertifolia",1
2,0.05,0,6.56063941262501e-19,"Vanessa_sp.","Richterago_arenaria",1
2,0.05,0,0,"Myzinum_sp.","Lessingianthus_pycnostachyus",1
2,0.05,0,-4.68525557616218e-16,"Plecia_sp.","Byrsonima_variabilis",1
2,0.05,0,-4.7436527051076e-17,"Eullaema_nigrita","Richterago_arenaria",1
2,0.05,0,3.41188264172416e-33,"Pseudagapostemon_sp._1","Declieuxia_fruticosa",1
2,0.05,0,0.00283201879573164,"Unidentified_Lepidoptera_sp._7","Malpigaceae_sp.",1
2,0.05,0,5.30962039485955e-37,"Madarini_sp._2","Lessingianthus_pycnostachyus",1
2,0.05,0,1.46062351109898e-30,"Trichodes_sp.","Luxemburgia_villosa",1
2,0.05,0,5.07355943623649e-16,"Cerambycidae_sp.","Camptosema_isopetalum",1
2,0.05,0,0,"Heliactin_bilophus","Solanum_sp.",1
2,0.05,0,-7.372389780973e-36,"Coelioxys_sp.","Declieuxia_fruticosa",1
2,0.05,0,6.43788868007469e-19,"Xylocopa_sp._1","Stachytarpheta_linearis",1
2,0.05,0,6.40351276689672e-39,"Madarini_sp._2","Trigonia_cipoensis",1
2,0.05,0,0,"Xylocopa_sp._1","Solanum_sp.",1
2,0.05,0,0,"Nitidulidae_sp._2","Myrcia_guianensis",1
2,0.05,0,0,"Palpada_sp.","Cuphea_ericoides",1
2,0.05,0,0.00520299791491656,"Alticini_sp._2","Stachytarpheta_linearis",1
2,0.05,0,0.181550872631957,"Neodexiopsis_sp.","Mimosa_sp.",1
2,0.05,0,4.36052785613916e-38,"Madarini_sp._2","Malpigaceae_sp.",1
2,0.05,0,0.00262007825490252,"Unidentified_Lepidoptera_sp._7","Jacaranda_caroba",1
2,0.05,0,1.83439977280445e-18,"Cauliognathini_sp._1","Declieuxia_fruticosa",1
2,0.05,0,0.093481965261598,"Campylopterus_largipennis","Lessingianthus_pycnostachyus",1
2,0.05,0,0,"Brachygastra_lecheguana","Vellozia_albiflora",1
2,0.05,0,-0.000663490773179186,"Papilionidae_sp.","Trigonia_cipoensis",1
2,0.05,0,0,"Elateridae_sp._1","Mimosa_sp.",1
2,0.05,0,0.000708625663911869,"Papilionidae_sp.","Mimosa_sp.",1
2,0.05,0,0,"Xylocopa_sp._5","Palicourea_rigida",1
2,0.05,0,1.67267052535398,"Camponotus_crassus","Vochysia_thyrsoidea",1
2,0.05,0,-1.11152263381808e-16,"Trichodes_sp.","Byrsonima_variabilis",1
2,0.05,0,0,"Augochlora_(Oxystoglossella)_sp._2","Solanum_sp.",1
2,0.05,0,-3.24339987560416e-39,"Centris_(Hemisielaa)_tarsata","Turnera_hilaireana",1
2,0.05,0,0,"Sibinia_sp.","Vochysia_thyrsoidea",1
2,0.05,0,0,"Eumolpini_sp._4","Lessingianthus_pycnostachyus",1
2,0.05,0,-8.35276863009673e-38,"Deopalpus_sp.","Turnera_hilaireana",1
2,0.05,0,0,"Sibinia_sp.","Palicourea_rigida",1
2,0.05,0,0.302148648752569,"Cerambycidae_sp.","Malpigaceae_sp.",1
2,0.05,0,-3.59741143094828e-18,"Ceratina_(Crewella)_sp._2","Sabicea_brasiliensis",1
2,0.05,0,0.0106641927766534,"Centris_(Hemisielaa)_tarsata","Convolvulacea_sp.",1
2,0.05,0,0.983907961855637,"Ceratina_(Crewella)_asuncionis","Cuphea_ericoides",1
2,0.05,0,9.45006060725305e-19,"Anthidini_sp.","Declieuxia_fruticosa",1
2,0.05,0,6.6249744254889e-52,"Megachile_(Pseudocentron)_sp._1","Paepalanthus_sp._1",1
2,0.05,0,0,"Xylocopa_sp._5","Stachytarpheta_confertifolia",1
2,0.05,0,0.000251099177239241,"Megachile_(Moureapis)_cf_anthidioides","Palicourea_rigida",1
2,0.05,0,0,"Augochloropsis_sp._1","Solanum_sp.",1
2,0.05,0,1.83356167264519e-18,"Cauliognathus_sp._2","Declieuxia_fruticosa",1
2,0.05,0,-2.43442302557122e-19,"Coelioxys_sp.","Mimosa_sp.",1
2,0.05,0,-3.14304541345464e-16,"Satyrinae_sp.","Jacaranda_caroba",1
2,0.05,0,0,"Madopterini_sp.","Luxemburgia_villosa",1
2,0.05,0,0,"Anthidini_sp.","Vellozia_albiflora",1
2,0.05,0,-2.32833542224583e-39,"Centris_(Hemisielaa)_tarsata","Myrcia_guianensis",1
2,0.05,0,0,"Palpada_sp.","Malpigaceae_sp.",1
2,0.05,0,-7.63425013823136e-17,"Eullaema_nigrita","Cuphea_ericoides",1
2,0.05,0,0.773657390980978,"Ceratina_(Crewella)_asuncionis","Mimosa_sp.",1
2,0.05,0,-0.108973167201549,"Sciara_sp.","Aspilia_jolyana",1
2,0.05,0,0,"Protomydas_sp.","Lessingianthus_pycnostachyus",1
2,0.05,0,-0.00506657926678419,"Nitidulidae_sp._1","Vochysia_thyrsoidea",1
2,0.05,0,0.164186943588743,"Dialictus_(Chloralictus)_sp._1","Stachytarpheta_linearis",1
2,0.05,0,-0.0223735302258086,"Alticini_sp._1","Rynchospora_consanguinea",1
2,0.05,0,-0.145399052532166,"Plecia_sp.","Aspilia_jolyana",1
2,0.05,0,0,"Nitidulidae_sp._2","Sabicea_brasiliensis",1
2,0.05,0,0,"Xylocopa_sp._5","Turnera_hilaireana",1
2,0.05,0,0,"Nitidulidae_sp._2","Malpigaceae_sp.",1
2,0.05,0,0,"Elateridae_sp._1","Sabicea_brasiliensis",1
2,0.05,0,-3.21895723107327e-38,"Lepidoptera_(microlepidoptera)","Myrcia_guianensis",1
2,0.05,0,4.58772215863709e-15,"Apis_mellifera","Byrsonima_variabilis",1
2,0.05,0,1.01142759919293e-16,"Cauliognathus_sp._2","Camptosema_isopetalum",1
2,0.05,0,6.70077577785656e-51,"Cephalotes_pusillus","Paepalanthus_sp._1",1
2,0.05,0,-1.62267082410584e-38,"Cauliognathus_sp._2","Turnera_hilaireana",1
2,0.05,0,0,"Chilicola_(Prosopoides)_sp.","Solanum_sp.",1
2,0.05,0,-0.122177174596022,"Camponotus_crassus","Paepalanthus_bromelioides",1
2,0.05,0,4.12762944918111e-19,"Megachile_(Pseudocentron)_sp._2","Camptosema_isopetalum",1
2,0.05,0,0.862798902910418,"Anthidini_sp.","Paepalanthus_bromelioides",1
2,0.05,0,2.8702743293773e-17,"Xylocopa_sp._1","Lessingianthus_pycnostachyus",1
2,0.05,0,-1.47134867381229e-33,"Vanessa_sp.","Byrsonima_variabilis",1
2,0.05,0,0.301736378850389,"Deopalpus_sp.","Malpigaceae_sp.",1
2,0.05,0,-1.31319942912532e-39,"Augochlora_(Oxystoglossella)_sp._2","Hypenia_macrantha",1
2,0.05,0,0,"Tetrapedia_sp._2","Solanum_sp.",1
2,0.05,0,-0.00508811953713261,"Cauliognathini_sp._1","Vochysia_thyrsoidea",1
2,0.05,0,-0.00452459523577825,"Camponotus_crassus","Richterago_arenaria",1
2,0.05,0,7.37297884936266e-18,"Plecia_sp.","Declieuxia_fruticosa",1
2,0.05,0,0.00226925258892727,"Megachile_cf_(Dactylomegachile)_sp.","Palicourea_rigida",1
2,0.05,0,-9.57974984381856e-18,"Sciara_sp.","Sabicea_brasiliensis",1
2,0.05,0,0.00519787148439821,"Cauliognathini_sp._1","Stachytarpheta_linearis",1
2,0.05,0,0,"Madarini_sp._2","Vellozia_albiflora",1
2,0.05,0,3.78382718185787e-33,"Xylocopa_sp._1","Camptosema_isopetalum",1
